id,serial,quality,hardiness,fortitude,dexterity,endurance,intellect,cleverness,dependability,courage,fierceness,power,armor,sa1,sa2,ranged,used,physique,prowess,mental,psychology,aggression,kinetic.special,kinetic.effective,kinetic,energy.special,energy.effective,energy,blast.special,blast.effective,blast,heat.special,heat.effective,heat,cold.special,cold.effective,cold,electricity.special,electricity.effective,electricity,acid.special,acid.effective,acid,stun.special,stun.effective,stun
aff1a6de-0788-4c53-9f87-27d5d475aad2,m15p59j5,3,13,2,7,257,5,19,572,258,9,33,0,unknown,knockdown,false,ddsec97p,c3300868-51fc-4d1c-96e7-009bedd6f437,72ef7388-1986-40ba-a84a-116ed7e3be50,6fb4ac03-cbfb-490b-89e8-2b10262f448f,bca1c1ec-8c47-4e78-ad5e-537632dfd9c4,c8f87bab-c3e4-4bb4-a558-b8d2473e4318,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3533d549-56ca-44dd-a859-17a7739877f2,8s611ms5,3,505,458,206,315,16,15,760,515,99,339,0,stunning,intimidation,true,de8b5mk2,b62c5be8-cc9d-454a-80d5-052e01bf9842,f1047ddc-48b4-466f-9337-a72f23672693,f889290e-3c41-4fe9-afbd-6083b8bd4890,b0811e48-e04c-4bbe-abb2-82c82baace2d,1ff99655-6085-43d1-89d5-9af45221aba0,51,0,51,-42,0,-42,-21,0,-21,-4,0,-4,-2,0,-2,-49,0,-49,-21,0,-21,-99,0,-99
f3516d72-e348-4663-a16e-d7b3249bdacd,jn8jn5dc,3,565,430,319,264,450,218,495,507,289,421,0,dizzy,blinding,false,dede44tu,ead46800-5908-4c51-85e6-fc63f4237708,7428b43b-67d0-4f9c-b4cb-ecd2eeab6586,9827a051-6ce7-4141-96ca-3afa48d631f1,bbaed65e-1505-46ef-8adb-b4ac40ee13b5,12ac7526-47af-4ada-ba79-9242d6fab724,53,0,53,43,0,43,53,0,53,31,0,31,31,0,31,-99,0,-99,-22,0,-22,-22,0,-22
ce93d60e-492f-4b17-99a4-869eae8c9250,5u8giv5m,4,389,233,268,361,151,82,762,483,106,202,0,stunning,intimidation,false,dfi1gvdb,986f930f-e32f-40af-9877-a8f53f765fa9,6b4d4805-a42d-450b-8f62-e602400d6c2b,a347bce1-8fc4-4c0e-8cb4-8d6bf095c894,b85b3f5f-164b-4e08-866e-2a75c8127de4,c412556a-d923-410e-9921-b0bd73f09bcf,42,0,42,52,0,52,-8,0,-8,-34,0,-34,-11,0,-11,-11,0,-11,-1,0,-1,-36,0,-36
ca934c51-8bd0-499a-90a4-f0647ca2a19b,nbfjgqh0,4,635,506,435,325,491,273,593,324,118,473,1,stunning,intimidation,true,dfr7jh02,500d923f-9c48-46eb-b0cf-0eadf3b5be05,f8437fb5-c90d-454a-a178-2d49beb43699,b48d88a6-2ad6-4e51-a59e-6014daea4cab,b8ea6138-775b-4ad2-92cf-781095dd75a6,268e71ab-ce9b-4278-bb6d-3d6d0bed8944,60,0,60,-40,0,-40,14,0,14,-20,0,-20,10,0,10,-40,0,-40,11,0,11,-50,0,-50
2a16bb9f-e0b9-4baf-ac47-102137103a57,v5283rkm,4,567,504,332,294,344,178,630,332,127,281,1,dizzy,blinding,false,di2ccqkm,f223e2ee-51cd-4fcd-a5bc-f90bb67b4847,40783de6-246f-486a-abe8-74185a9bb925,7699ea0b-958e-42c0-861e-8aa644b8eeb7,1772035a-b75f-46da-bccf-abb5ff9cc1d7,02137a13-a569-4698-a585-c2489c9f6ece,49,0,49,41,0,41,48,0,48,33,0,33,40,0,40,-90,0,-90,0,0,0,0,0,0
f592360f-b147-4ec5-a1d9-0e02292b11bd,ht82vvir,3,7,2,6,336,5,28,670,338,97,122,0,"",crippling,false,dj5r2sqd,544548ad-006b-4ce3-9348-65a9767af4fd,c170f478-d88c-4b6f-8a07-46ae32945082,eb5a785c-eaa2-47b9-be6f-cff9d4432107,1f57151f-3aad-4a14-9517-9154ef0a4135,47e52b00-7bf3-47ed-8d7e-c8df1d34d696,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
99e09d00-ae4a-4c66-a42c-507d0a32d581,mbgvjk5s,4,280,231,227,275,191,141,696,241,103,415,0,"",intimidation,true,dln8ukpf,48aea975-7e6e-4522-a94c-dfb9910fb527,a9386852-5a10-4063-a4f2-483ec002bc8d,e8468d5f-495b-4f9b-b77a-a1da2daba5a8,706602da-f7de-4a26-a8d8-77dccd0e4d4f,c4e0a700-e282-4d3b-b2f5-fa3ca6193423,19,0,19,17,0,17,12,0,12,0,0,0,-5,0,-5,-75,0,-75,-20,0,-20,-99,0,-99
cee939ed-c4d9-441f-9688-1f8eb2413c92,c3qfuo8a,3,596,507,380,294,366,193,460,338,185,316,1,dizzy,blinding,false,dodd8r81,188042d1-0ddd-4cc9-9909-6e149d440843,91f9a814-c53b-4e69-bac4-47d187d75e8e,9ab749ee-c913-49fb-9a70-fd4196953ca9,ab4524d9-166f-474e-97d3-0c177fb3c83c,06406a53-8035-40ca-b348-01691ecbe126,48,0,48,41,0,41,52,0,52,29,0,29,46,0,46,-56,0,-56,11,0,11,11,0,11
0795b7a2-f9c9-4cf6-acae-ab4d9a1187f6,48sqcvq0,4,389,98,181,334,122,1,787,509,75,95,0,"",intimidation,false,dq388v2f,1567f414-4f0a-44a1-8413-5b6de03ca672,4b37abbd-9c86-4645-9d7f-a953b4d68a56,49d6ea63-3689-4004-8a52-2ff01fc84375,62253576-8788-4d38-a02f-8c1259f9d6e7,06b9adf7-e6db-422e-9d63-26a17fd9f357,28,0,28,5,0,5,0,5,5,-99,0,-99,-68,0,-68,-99,0,-99,-5,0,-5,-99,0,-99
2f816969-5210-4fd5-9d5f-dae7d6082aa8,5qvcnhsd,3,116,17,169,374,91,138,755,509,24,75,0,"","",false,drvslhsd,e4722bde-846b-4a9c-b9d5-44d558cf4662,f5f81aaf-bf34-40e2-b14d-8cd036899e61,6b60dd46-2f94-4f9e-b3e4-eb1167beceaf,0ac446c2-b055-4d62-b7b9-7952b682b3ee,99102a19-8b1c-4984-825f-0b560b8c31df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
4f503319-6dbe-4afe-b2d3-22b206e6c946,p4lb17p2,4,511,408,164,338,105,103,618,271,294,406,0,stunning,intimidation,false,dta2275t,4086a95c-c4f3-4ec6-958a-67ea2212b2a6,2958572f-3b15-4d72-a2f8-a60cf2bf5f2e,aacc9ac0-b730-4801-be0e-cfb336080e48,72cde55b-5161-4270-8595-b19ab7d123fe,2cd77486-59a7-4710-92c1-c69389707c19,40,0,40,-25,0,-25,-54,0,-54,-19,0,-19,-14,0,-14,-54,0,-54,-51,0,-51,-99,0,-99
6954794f-dc17-47b3-a466-25c5ac7e5645,l5fvelhh,3,338,90,213,337,116,66,784,507,74,93,0,"",intimidation,false,dvveblt9,f6d46c35-2382-4278-9d87-5667c71541e1,e8381a3a-d73d-4bd7-af71-42b3ca9cf602,99f4a531-de75-4656-b7c3-62b465f5154e,625e3fa3-f260-4165-9460-2c64b5b2e414,972543df-ae07-46da-abb5-81e49c6a71f2,28,0,28,5,0,5,0,5,5,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
bc898e08-916d-45ab-ac51-bcc83219fe5c,uvgpg2g6,4,592,446,402,303,98,45,767,517,27,128,0,"","",false,e0dofdgr,8f2fd2d4-1759-48bc-a45e-31a32c1f235e,6f58b86e-c408-47ab-911f-cf639f6b8a9a,b27080e3-20b9-4c9e-98a4-c4348358268d,98196c62-7eb7-433a-8714-26d463b59173,6e9a35ef-fb81-4528-b2f3-9ca90de7b050,59,0,59,-62,0,-62,0,40,40,-34,0,-34,-11,0,-11,-76,0,-76,-19,0,-19,-99,0,-99
b5bbc37d-4ff0-4eb3-b35b-350734268f12,u3rghl5c,4,585,446,308,214,359,147,695,295,107,232,0,strong_poison,strong_disease,true,e0egmmd6,76487e2c-db9f-43c2-b273-0b640f176330,eb5e9589-4c60-42cd-8759-f99a08422235,819a7e1d-f5fe-4476-b282-5c286bc8e9f7,8ca66d6b-c3b7-47af-9dae-5f53e6450d2c,06652b96-4e86-4415-a2cd-a88662745d1f,22,0,22,16,0,16,9,0,9,-16,0,-16,-16,0,-16,-55,0,-55,-29,0,-29,-45,0,-45
c2229344-3d9f-4565-a830-82992c78d847,0f02ndch,4,377,99,198,340,115,67,787,509,75,98,0,"",intimidation,false,e27uddsi,72edab10-ed7e-4d2c-90c3-02dbe5d0215d,6dffb2d3-b35e-43bc-9919-73e8ec587aa4,e0f02456-99c3-4321-9ac7-24405c133d6c,37b679bb-0fbf-479d-9fbe-c6d0f8aea1a9,2721296a-e9d9-4199-ba90-bbd0a87936d3,0,5,5,5,0,5,0,0,0,-99,0,-99,-70,0,-70,-70,0,-70,-6,0,-6,-99,0,-99
fd61b33c-242a-4fc9-b0f6-691d400b1fb2,6ge8ttcq,4,615,530,503,502,269,210,951,343,1,461,1,stunning,intimidation,false,e2jpptk4,163eac55-08b3-47e1-8f67-cc0d7d257b7c,8a003269-bf64-4981-8c2b-da2d1c6ec17e,624bce2f-6d29-49ad-98df-85bcab1ecf84,82481fb7-d846-409a-b0de-926b0f5ecdec,1a9aba4c-3779-4650-8a20-5fd7ec4c451e,60,0,60,-68,0,-68,-15,0,-15,-7,0,-7,-5,0,-5,-77,0,-77,-10,0,-10,-99,0,-99
9f31cd4e-b2c6-4ce6-9eea-cec9f22313d9,vhemdr2d,4,543,397,583,510,521,379,404,403,299,343,0,knockdown,open_wounds,false,e3rk8rq7,2794a1b4-09f1-4dab-8c4d-eeb497c42d98,2caa730e-19d0-4e5c-9e0b-949e30df9b64,2949ff9f-5f49-45f9-8930-4736e511a5e0,65e30b41-53bf-45df-8353-88f38b73148c,a2cb211c-8b69-4fd7-bf71-7a28dce752d4,20,0,20,47,0,47,-32,0,-32,79,0,79,79,0,79,79,0,79,-32,0,-32,-32,0,-32
d115e85f-afb3-4928-9f50-05eb40e87847,68culal7,4,391,92,219,340,109,69,785,514,75,95,0,"",intimidation,false,e8qf5ahs,f5a2d630-4fa6-470b-b0a6-e8feea22d19f,e1f17c1c-210d-45fe-b1bc-c3627117e8d2,524453cd-03da-4089-8327-586dc5a0830f,431c859f-bb8d-4873-adc5-05a7fe24d2d8,9be0673a-1ee4-426a-af23-e5598c7dc0f3,28,0,28,5,0,5,0,5,5,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
6399a8e8-3706-4740-ae36-8511a0b13501,im6iqroa,4,629,502,504,371,470,348,731,402,101,369,1,blinding,stunning,true,e9tb5r0n,6be39cc8-b8cd-488e-81a2-9b8df1d3af71,a104f51d-a31c-4ef0-8d4c-1f2bfd0971ab,aa3ea622-8419-4ad3-8324-43a7d7ba065c,7a897968-46ad-46e1-98ad-1ea206c5a3c6,3f81a57c-5aea-467e-92f3-9816591e79a4,46,0,46,40,0,40,30,0,30,12,0,12,30,0,30,72,0,72,72,0,72,53,0,53
a24eefac-2708-42d1-84d5-48511c01b73d,4vmtko08,4,205,44,67,338,15,12,692,337,27,131,0,dizzy,poison_spray,true,eap9epkf,b7748d35-33eb-4449-9e67-e6910f8e3053,acf0d42a-752c-423c-b3c6-dca9f4a4b7f3,0cc2033a-f9ea-4f7b-ad2c-46fe48b82bf7,f3102750-0f19-46c1-b2b1-ac0575e5c838,c557334a-c844-4059-ab47-10c155f0dc9f,0,0,0,-64,0,-64,0,0,0,-64,0,-64,-64,0,-64,-64,0,-64,-64,0,-64,-99,0,-99
d0fce754-8b6b-4da7-b225-65d896c4f4bc,ih1gpvdq,4,659,526,535,419,514,319,588,520,371,456,1,dizzy,blinding,false,ebs8svhk,44403711-6406-403d-93c2-82f3f96a1019,44d29fb7-134f-4303-bc3e-e6aa550eb7ad,fe66e903-d996-4789-8ef9-c7af56f13b7d,14d9f101-14cc-47ab-8b74-2149eb3d9f2d,ef3626d1-0be4-4e1f-b898-eb6f04dbd7ad,60,0,60,0,0,0,48,0,48,76,0,76,63,0,63,-66,0,-66,15,0,15,0,0,0
d8a49b6e-c406-4375-b15f-92ba27d14ae8,vr25vj5c,4,574,267,485,112,349,175,760,514,27,281,0,stunning,crippling,false,ecs7gjd3,dd47b41e-c36b-4911-967f-8674b0e4cb7f,72f66643-8cde-46f1-b5b8-f85fbc0128cc,2e331074-bdbe-472f-8ffc-6efe2ee63689,be8e8b75-08ed-4ca7-a570-b0fb37ad8c76,93a65bd0-657e-43f1-8adf-68f75488cf86,50,0,50,60,0,60,0,25,25,0,25,25,0,25,25,0,25,25,0,25,25,0,25,25
5bdc416f-86dc-44ae-8544-c5c5c7d37d38,n55bvqdk,3,479,431,243,315,27,29,762,512,100,281,0,stunning,intimidation,true,efbpqr1j,d267b8f4-3e8c-4a6b-bec9-f6059a785f9f,64c49186-1b28-4443-89ec-bef9d3989c3e,e1a7e82c-0e0d-45f5-91c7-ff86cb0386a2,3242703c-d332-439e-b9b3-c3c18b0ea25b,c732140d-be89-40fa-abfa-082de73f110d,60,0,60,-62,0,-62,-20,0,-20,-19,0,-19,-19,0,-19,-84,0,-84,-19,0,-19,-99,0,-99
14c6b92c-32dc-4e92-bd50-0a596ef143b5,gc2phcjr,3,503,456,472,271,250,187,758,435,100,429,0,stunning,intimidation,true,efi4mcj3,5f3c520f-3b96-4afd-9c5f-6c699640e700,73f26115-c9fc-49d7-8724-358db1590bfd,4bffa49b-2ddd-4665-bbd0-b69d242477ac,91241dd9-51b4-4b96-95e6-5800ec4a1d2a,c9db7613-0af3-4aec-bdea-a93ecdbc806d,60,0,60,-72,0,-72,-1,0,-1,-1,0,-1,-16,0,-16,-94,0,-94,-1,0,-1,-94,0,-94
83418130-0675-42ee-9397-0b42947789a6,9r4os34m,4,684,606,578,399,429,309,757,516,103,377,1,stunning,intimidation,false,em8mm30g,e5867f43-2253-477b-a4d2-0cddfd71cf0b,89f1b7a1-d3c4-48fa-bb28-a1174894dc40,89afb80c-37bb-43bd-860f-4376d86c7e2c,4403222d-64bd-472e-a55d-cab8b3300430,3ad5a2dc-3b63-466a-9a64-68445fa5d34c,60,0,60,-91,0,-91,-6,0,-6,1,0,1,-3,0,-3,-91,0,-91,-1,0,-1,-96,0,-96
ce5aa270-d429-4a76-992c-120ef6b4de69,bv3ba45h,5,635,542,549,426,628,469,761,518,104,420,1,unknown,"",true,emhu8r6m,0c51e2ff-5e99-4873-9095-1942824c291a,6d30cbe1-3b59-479b-a9ff-a1e2e0e1dd5f,b965e1b5-4d42-40c7-ae0a-9c4b491e8fbc,80cdcdd2-571e-4b57-bee8-5f3e462d6e2d,b6f58034-a7ae-4a4c-8a44-0d39be094209,46,0,46,-17,0,-17,37,0,37,41,0,41,58,0,58,37,0,37,58,0,58,37,0,37
13b8de1e-ce02-474e-b6d8-b2c9572906a4,aeda8p11,4,593,445,367,302,107,46,763,520,26,128,0,"",intimidation,false,env3apdo,a82891e4-1c6e-44f4-8230-01c5a54701bb,04e562e1-846e-4510-83e3-b18ff8de6870,6d0cffb5-f864-4dc3-8374-7a44006739d4,99483f84-e936-4c26-b94f-e70ba2a7925a,817f961b-05c1-46c9-ae29-15711c168f25,59,0,59,-63,0,-63,0,40,40,0,0,0,0,0,0,-64,0,-64,0,0,0,-64,0,-64
d1a9fe57-68ab-4aa0-875f-6312fa5085f8,v0g99l6s,4,661,523,535,401,546,388,653,456,140,400,1,stunning,intimidation,false,ermaelaf,a6026b8b-56d3-4a46-9042-8e95b7c65423,b86294e8-e3a5-4526-9aca-41e9963425cf,60fbd69e-2714-4fb2-aa2d-0c4dd0099808,29452c85-d1e6-436a-b8c0-057388c63104,c33c04b6-c9fb-4661-b9b0-8f550d666228,43,0,43,45,0,45,33,0,33,25,0,25,59,0,59,40,0,40,0,0,0,38,0,38
be710570-1e36-4a88-8062-81c1dd73e045,p8csqe2,4,582,443,395,307,89,24,544,529,28,101,0,crippling,intimidation,false,f11gpaq4,25bebb23-3ffa-45d3-a14d-9b1a0d852513,88f7aa8a-2bc8-4615-929e-7a2156b3b9e0,e429b2bd-7d71-45f8-b497-bab437e1ef0b,8b770f4b-028e-4214-b9c9-06becdbf99cb,8d6f16d2-1149-4eaf-b40e-e3643f9e49f4,59,0,59,-62,0,-62,0,40,40,-34,0,-34,-23,0,-23,-88,0,-88,-1,0,-1,-99,0,-99
20869002-9d35-432f-b1b9-7d5161ea2c1b,9apcdipj,3,236,42,73,332,15,11,691,337,24,125,0,dizzy,poison_spray,true,f191r12n,f5124955-f3d5-4fa5-8b9c-9e1bcaa8cc4b,71c80f9e-a489-4c63-8850-ad3a3e0fb978,d989a6cd-59e8-4b7e-9249-8ce3d8d3ee12,a614f3fe-2828-4adc-a0be-a7f27f895a6f,0d6cabd1-a365-4154-a706-bb38ae58a478,0,0,0,-64,0,-64,0,0,0,-64,0,-64,-64,0,-64,-64,0,-64,-64,0,-64,-29,0,-29
9f16665c-3f05-4e61-9dca-86f7ed9f0947,v06abo9o,4,338,92,193,332,91,65,650,510,110,28,0,"",intimidation,false,f1eb8o9c,b115f452-cbd6-464d-840f-7bf56f90c827,59293a3b-d59b-4ba6-b6f9-8cb5f1a74c2c,3104f179-754e-4cfa-9a60-1da46259e904,dbfeeff8-4b67-441a-8e06-9897c4888e25,a35f18ef-e6f9-4e13-b050-e24928025f82,28,0,28,6,0,6,1,0,1,-99,0,-99,-63,0,-63,-63,0,-63,-5,0,-5,-99,0,-99
1fd3d1c7-aa25-4680-9e88-41a266e96688,ftg4kv5q,3,554,350,277,321,156,94,715,466,78,298,0,crippling,dizzy,false,f635ivp3,0ec0c1b5-03a7-43a5-82a6-0cd6039775c8,f7f9e26b-ae6e-4ebe-ba89-6805d631c786,9184c9d9-b01c-46d3-9833-b10cb358fbb1,be5dc90f-7e57-4893-a295-595968a76fa3,2f2cf3c8-f697-4829-9612-95f4b401bf2f,55,0,55,60,0,60,-2,0,-2,12,0,12,-3,0,-3,-3,0,-3,-67,0,-67,-3,0,-3
c6e5809c-ca35-48ff-b0b0-b4bece3898a6,56vaha7f,3,558,434,324,298,101,44,759,521,25,133,0,"",intimidation,false,fbeurnr0,93c115c3-2f6c-47f8-a792-5b7823eb47c1,c409e8b9-523e-4902-b585-90f89c10b038,e5b8238a-31a1-452d-ad5c-50eb8c409734,495cdb71-c566-4de3-9ebe-c9b3ecc3826e,1b27a2f2-998e-4d57-9f19-59b64c92e46f,59,0,59,-26,0,-26,0,40,40,-69,0,-69,-48,0,-48,-78,0,-78,-38,0,-38,-99,0,-99
139b1166-7c03-4fb1-bbbd-d10601dd60de,akv1i1uq,4,587,500,492,416,496,342,532,426,177,397,1,unknown,stunning,true,fbkac2uf,694281bb-3870-404b-9398-a693fe93ee37,3f5fca11-9b3b-4ebe-b6ee-21565bdb09c6,4d0dee7e-c864-40f0-8487-fc87d517f7d4,04495eed-87f9-4b76-a007-0870c029a14f,d7691a56-987f-492c-8c07-6e973022cff1,48,0,48,-34,0,-34,44,0,44,41,0,41,38,0,38,-33,0,-33,11,0,11,-22,0,-22
86e57c2f-b789-47fa-9b07-4afad919a196,hr9q1it5,4,244,220,196,235,181,157,692,114,104,388,0,stunning,intimidation,true,feu7ai5u,91616ddc-a139-40d7-82b1-fd62928d7274,3879c829-ea01-463b-a90e-aabf8d641f69,7c6d6ccc-705d-41a0-845a-ee3b0d09b152,a9900d7e-4db8-44af-8c1e-5edcb93ebe3a,36c26a76-dbc7-4cd7-9895-2782375c2677,19,0,19,15,0,15,10,0,10,0,0,0,-5,0,-5,-72,0,-72,-21,0,-21,-97,0,-97
d7d4b557-48dd-4b3c-9a74-5dff03f3bbc3,tcl53oap,4,503,246,511,484,463,244,691,334,104,393,0,dizzy,mild_poison,true,ffi0k8v6,7bf59392-a0c5-45b6-b3e8-52ab3a82e11d,c879a734-6a0d-4685-a0fb-8e7dc47a2269,44075c25-ed0f-4a2b-90c2-e5eed1a045db,81018d2e-44ea-4663-8775-e322255f4410,7415baa7-3a4a-492c-b91c-c72f643ff2f1,40,0,40,-11,0,-11,0,20,20,-11,0,-11,-11,0,-11,-99,0,-99,-99,0,-99,-99,0,-99
4f1f876f-1485-4317-8f2f-603952946e87,e5otfqj8,3,379,92,211,331,112,66,782,509,206,218,0,"",intimidation,false,fg8vlqv0,61586d75-112b-4b5a-9ef6-c2d1069fc8f3,8a8e9e29-1f03-48a7-8802-0eea9f4df233,17f3bf33-aae1-4fea-818a-e5090e1c2809,11149e18-ccb8-4dad-8980-a9dfcfbf7a24,08b6b4db-c10b-4e24-b469-1b99813772a7,28,0,28,5,0,5,0,5,5,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
3b8276ba-6f94-4952-b515-d95f82e533d1,upisjp0f,4,264,74,274,387,300,136,337,337,52,104,0,intimidation,"",false,fgpu0pga,5d5974dc-4568-4a30-af01-43861a517038,abc249a8-23a5-4f57-803b-54f358bd0e12,bb30a021-242e-4ba5-b8e6-bc69fdc87399,cdd95017-6fdc-4d92-9932-7698325049e6,8ac603bc-df59-49f2-bd71-3adf834be3fe,17,0,17,20,0,20,-25,0,-25,-46,0,-46,-94,0,-94,-99,0,-99,-33,0,-33,0,0,0
7f54efa6-8d51-4421-b684-3175e10ccfd2,e9pnu46l,4,363,95,186,334,128,82,847,507,93,105,0,"",intimidation,false,fiqlo4qk,cbb27a73-a243-42aa-8753-19ee518f1a82,0aa7acd9-4895-48af-bd04-c13d8d1bbf32,024560fc-4910-4ff4-b8aa-2dd0f1f78dc2,5e729346-f972-47c0-8125-b13dab3cb283,5047adbe-7ac7-4176-99f5-78b572c23d8c,26,0,26,1,0,1,-5,0,-5,-99,0,-99,-95,0,-95,-99,0,-99,0,5,5,-99,0,-99
06e9b892-3577-4fe9-8dce-2ff44ce204f0,c9nda5l3,3,523,349,379,333,416,257,566,496,462,478,0,dizzy,blinding,false,fjaau5dt,8dec61c5-bfc3-444a-8749-736c99ca8839,3841d39b-d015-4861-8387-21fde949ed9d,9530d290-5983-4ea0-8d59-d6b4a9b2eaba,311ae6bb-2e38-4498-917f-a9676a6922cb,563dda39-4e25-4630-a2ea-69ca19faa825,46,0,46,42,0,42,37,0,37,-6,0,-6,-6,0,-6,-99,0,-99,-44,0,-44,-44,0,-44
27f18c47-e6dc-44b9-a2e3-b90bc4a7d642,lsfn0opc,4,408,93,209,337,113,68,785,509,73,94,0,"",intimidation,false,flm2jq4u,f0c41d6d-76b6-4857-b0fa-27863edff058,6e0bfc61-625c-42f0-ad33-9d4429c8f36f,12c51534-a433-4975-af00-370925db4e7e,645d9b65-2fe4-485d-9517-51b7b60729aa,60dcf63a-d650-4c97-b363-aed0929dfbd7,28,0,28,5,0,5,0,5,5,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
27e1032a-9c37-477a-a7f2-a87512df1ebf,ujjp1u22,4,660,611,529,417,559,340,758,511,101,377,1,unknown,"",true,flrrcu26,8d8e12de-68d0-438e-a384-82e5be91b46b,c39e50a7-6b4e-4cf0-b185-bf178649f936,ecdd7c95-f4c7-4884-871f-66f581e5b0e4,83f63c94-ee28-4145-b435-2b2dc0de607c,91832fc0-bd1b-4fb8-b43c-bd8df925a0df,50,0,50,40,0,40,0,0,0,33,0,33,0,0,0,74,0,74,74,0,74,40,0,40
38809f9d-4f20-49cd-9817-634d117083c3,fd08sbkf,4,454,219,165,335,35,39,763,342,104,233,0,stunning,intimidation,true,fnn9ob8k,ef047a70-aaac-4fe4-80e3-067543ffc0ae,8d2fc057-dc1f-4efd-904f-73d17fddc198,31abb547-03cb-4a0b-8084-e6ac6ba4926c,303b842f-b808-41f3-96f1-4bf31bdf4ad6,1e334f54-cdab-4c7e-82cb-d511fe650e2e,-10,0,-10,55,0,55,-60,0,-60,-54,0,-54,63,0,63,-54,0,-54,-73,0,-73,-99,0,-99
64cc0b41-dff4-4e3e-9d95-f407cb3f1711,8t7l9clu,3,4,2,5,334,17,16,830,332,39,15,0,"","",false,fo3qjj9b,412c863b-8ccf-4029-9fb3-de518ea2d861,6514b547-b56b-4819-a9fd-e3890e202b94,8c613322-c752-4be5-8a5f-f3757db52443,dd44de64-c422-46b9-abb3-da9a6a83e4b9,c0512411-d489-45a5-85c6-38eb6ad5e162,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,-4,-4,0,-4,-4,0,-4,-99,0,-99
46ab4cd8-3334-45b5-be31-f894d983d41e,fefamv1t,3,571,372,465,396,430,263,945,522,151,427,0,area_combo,dizzy,false,focaavts,bf98def8-f8b4-496a-81d6-526a3ab46136,895007f4-c406-472c-a8b0-56e9c5b12f7d,3ea2a168-4f93-4006-9df0-77c38a52f89c,4429b371-ed6d-42a1-a75b-e1be09b9eb84,dca5310a-c643-43a6-878e-029fb3783a2b,48,0,48,-49,0,-49,19,0,19,-14,0,-14,-18,0,-18,-55,0,-55,40,0,40,-51,0,-51
e0715329-0167-41e3-9688-3dbd2fae50ed,7vb0shel,4,197,49,178,273,137,69,693,171,26,186,0,"","",false,fp8g0hqk,64229b5f-3274-4837-bb21-21b8ec3ac706,d3361703-2171-40b3-a8ee-8aaa73978604,68db9bbd-b9f8-4012-8a6f-f28cf75210d5,3a45b63a-b839-4731-99b1-c46b36d16e6d,4c8a8baf-666f-417b-a22a-90110cc75ab1,0,0,0,20,0,20,-64,0,-64,33,0,33,33,0,33,33,0,33,-64,0,-64,-99,0,-99
b3e85246-d5b5-488e-99e1-5726dd6346c2,v9lj8p4a,3,168,82,93,330,63,123,645,331,40,66,0,stunning,"",true,fq6ifpsj,5117500a-d170-40ec-9051-7989c76d4abe,67b1ac33-f664-4b0f-a3ff-b870718d7e01,eca98d8c-50ff-401c-933e-7b37df10a3c0,c22b681e-4fff-465d-bebe-cc71cda67c8e,c67b09cc-676d-4b5b-ab45-61f0e63457d8,10,0,10,16,0,16,0,5,5,0,5,5,0,5,5,-39,0,-39,0,5,5,-69,0,-69
e01c9b4a-4144-4dbb-9f3f-91dca4cd8301,ilcckiec,4,591,440,398,304,95,46,760,522,26,125,0,"",intimidation,false,fqdnbt6v,c930240a-0b93-41f8-9e4c-d37793b03532,112a83f0-2abc-4f8e-a0fc-9495e9e7d543,4e216c71-da35-4c16-8f39-d223aaed8bd9,71f8c1ba-5466-4d8b-9dfc-881fa3176c8f,60032520-2f63-420c-b738-530897630893,59,0,59,-62,0,-62,0,40,40,-34,0,-34,-11,0,-11,-76,0,-76,-19,0,-19,-99,0,-99
26d52865-7774-4679-ad05-fdf6af3dc028,5g13ih5o,3,600,543,304,300,105,55,757,485,99,466,1,stunning,intimidation,true,fqhgm6nl,15e5d2b7-2618-4aee-8e28-e23c4042d098,f84171c5-b9e0-4bc0-80fc-5ebc6cf1c1a3,0e4d2a2d-e107-4c3b-a384-6f40d254c33f,b515a5b4-f8d0-487d-89e6-0423908d1a0a,f81dc1a8-b169-4662-b3e4-643dca772f5c,60,0,60,-69,0,-69,-25,0,-25,-24,0,-24,-22,0,-22,-95,0,-95,-24,0,-24,-99,0,-99
44c5b3b3-cb6c-43d8-8b59-98a2099ab82f,eq0or3ou,3,194,41,60,333,17,12,694,339,24,127,0,dizzy,poison_spray,true,fr2qp3ov,c35a4222-3dbe-441e-ad74-ea8e96a10543,cf202877-ca77-437d-87d1-af848217bf8d,0c6c63eb-40b6-4f05-8e2c-77b38c6c72bc,b510a5a2-6707-445f-822f-cf1190ad11be,ed1f6f67-d82a-4f16-92f9-5a3d2628eda0,0,0,0,-64,0,-64,0,0,0,-64,0,-64,-64,0,-64,-64,0,-64,-64,0,-64,-34,0,-34
